redemption_id,customer_id,ts_epoch,timestamp,promo_redemptions_on_device,promo_redemptions_on_ip,accounts_on_device_7d,signup_to_redeem_seconds,email_pattern_similarity,component_account_count,payout_destination_reuse,abuse_label,split
RD_001184,CUST_002813,1779097096.5470202,2026-05-18T09:38:16.547020+00:00,0,0,1,667.3,0.12523285047879096,1,0,0,train
RD_002570,CUST_003880,1779098635.0427732,2026-05-18T10:03:55.042773+00:00,0,0,1,182.5,0.15599443496584758,1,0,0,train
RD_000049,CUST_000594,1779101865.3017387,2026-05-18T10:57:45.301739+00:00,0,0,1,2128.7,0.36834290669228775,39,0,0,train
RD_004354,CUST_003634,1779101881.0741127,2026-05-18T10:58:01.074113+00:00,0,0,1,2259.4,0.3127550317614895,1,0,0,train
RD_003913,CUST_002830,1779102486.469576,2026-05-18T11:08:06.469576+00:00,0,0,1,10619.2,0.14728676951684105,1,0,0,train
RD_002355,CUST_000753,1779105295.2460456,2026-05-18T11:54:55.246046+00:00,0,0,1,571.2,0.28760411804595,1,0,0,train
RD_002275,CUST_002821,1779106070.4932241,2026-05-18T12:07:50.493224+00:00,0,0,1,2648.6,0.17364608731610212,1,0,0,train
RD_004635,CUST_000661,1779108727.213218,2026-05-18T12:52:07.213218+00:00,0,0,1,492.5,0.5228446773704927,1,0,0,train
RD_001416,CUST_000851,1779108792.555139,2026-05-18T12:53:12.555139+00:00,0,0,1,175.0,0.08473991732542245,1,0,0,train
RD_004510,CUST_001141,1779110961.377362,2026-05-18T13:29:21.377362+00:00,0,0,1,7177.3,0.24999223300109255,1,0,0,train
RD_005160,CUST_002605,1779111922.9343174,2026-05-18T13:45:22.934317+00:00,0,0,1,2390.9,0.057555597197438406,1,0,0,train
RD_005396,CUST_003305,1779113739.4916434,2026-05-18T14:15:39.491643+00:00,0,0,1,1482.3,0.3277780583357915,1,0,0,train
RD_002377,CUST_000685,1779114707.406836,2026-05-18T14:31:47.406836+00:00,0,0,1,6943.0,0.041268121466521965,1,0,0,train
RD_000502,CUST_000172,1779115983.4420195,2026-05-18T14:53:03.442019+00:00,0,1,1,28481.9,0.1485499317035756,39,0,0,train
RD_000661,CUST_002531,1779116041.26978,2026-05-18T14:54:01.269780+00:00,0,0,1,7300.1,0.5967417817938773,1,0,0,train
RD_004264,CUST_002830,1779119217.2661493,2026-05-18T15:46:57.266149+00:00,0,0,1,1451.7,0.20459390456353624,1,0,0,train
RD_002035,CUST_000304,1779121080.946647,2026-05-18T16:18:00.946647+00:00,0,0,1,1269.4,0.12303886318433455,1,0,0,train
RD_000728,CUST_003963,1779122528.8867936,2026-05-18T16:42:08.886794+00:00,0,0,1,735.5,0.3830177029553513,1,0,0,train
RD_002822,CUST_004367,1779127664.3101804,2026-05-18T18:07:44.310180+00:00,0,0,1,5738.8,0.15043702796107722,1,0,0,train
RD_004324,CUST_000000,1779133961.7158823,2026-05-18T19:52:41.715882+00:00,0,0,1,2837.6,0.10329680710987008,1,0,0,train
RD_002404,CUST_004092,1779136205.6914108,2026-05-18T20:30:05.691411+00:00,0,0,1,476.6,0.2998807216840913,1,0,0,train
RD_001030,CUST_004484,1779136582.573402,2026-05-18T20:36:22.573402+00:00,0,0,1,1205.1,0.3117703371825901,1,0,0,train
RD_002411,CUST_001414,1779143714.9051273,2026-05-18T22:35:14.905127+00:00,0,0,1,1993.7,0.18027201302651746,1,0,0,train
RD_005316,CUST_000809,1779144153.1971002,2026-05-18T22:42:33.197100+00:00,0,0,1,4657.0,0.041773761583706805,1,0,0,train
RD_000782,CUST_002784,1779147212.1098695,2026-05-18T23:33:32.109869+00:00,0,1,1,967.2,0.06026079499320036,11,0,0,train
RD_000165,CUST_000513,1779149317.4941156,2026-05-19T00:08:37.494116+00:00,0,0,3,416.5,0.5461439851693642,3,0,0,train
RD_004038,CUST_002813,1779151612.0654008,2026-05-19T00:46:52.065401+00:00,0,0,1,245.6,0.10722236801492577,1,0,0,train
RD_003475,CUST_001513,1779153046.2801042,2026-05-19T01:10:46.280104+00:00,0,0,1,46040.7,0.17682609426722912,1,0,0,train
RD_000878,CUST_003992,1779154187.6534197,2026-05-19T01:29:47.653420+00:00,0,0,1,4291.8,0.22335998941841498,1,0,0,train
RD_001455,CUST_002573,1779154353.2951066,2026-05-19T01:32:33.295107+00:00,0,0,1,2525.5,0.07437354453470915,1,0,0,train
RD_004757,CUST_004013,1779154481.157315,2026-05-19T01:34:41.157315+00:00,0,1,1,145.5,0.3569380670945507,31,0,0,train
RD_005008,CUST_001941,1779164026.3296714,2026-05-19T04:13:46.329671+00:00,0,0,1,11982.3,0.653727750283543,1,0,0,train
RD_000557,CUST_004500,1779165771.1000514,2026-05-19T04:42:51.100051+00:00,0,0,1,2387.0,0.3156283693127286,1,0,0,train
RD_003194,CUST_001846,1779172797.7749648,2026-05-19T06:39:57.774965+00:00,0,0,1,73936.1,0.0742247146147776,1,0,0,train
RD_000255,CUST_001242,1779175253.228329,2026-05-19T07:20:53.228329+00:00,0,0,1,10926.4,0.3667842222016187,1,0,0,train
RD_003766,CUST_002339,1779175319.6348789,2026-05-19T07:21:59.634879+00:00,0,0,1,3199.2,0.11258301615174986,1,0,0,train
RD_002718,CUST_003365,1779177598.1428478,2026-05-19T07:59:58.142848+00:00,0,0,1,6813.7,0.03604076390937731,1,0,0,train
RD_005029,CUST_003978,1779178898.4216821,2026-05-19T08:21:38.421682+00:00,0,0,1,2955.5,0.015903759185859893,1,0,0,train
RD_002989,CUST_003587,1779180428.295542,2026-05-19T08:47:08.295542+00:00,0,0,1,3852.7,0.3161291586412919,1,0,0,train
RD_000306,CUST_003841,1779183700.2684808,2026-05-19T09:41:40.268481+00:00,0,0,1,7838.5,0.02864202995716696,1,0,0,train
RD_001074,CUST_002001,1779186329.6430647,2026-05-19T10:25:29.643065+00:00,0,0,1,570.8,0.2893345725036287,1,0,0,train
RD_002698,CUST_000150,1779186928.139046,2026-05-19T10:35:28.139046+00:00,0,0,1,871.6,0.3678143994655746,1,0,0,train
RD_002823,CUST_001575,1779188427.2668977,2026-05-19T11:00:27.266898+00:00,0,0,1,1127.9,0.2924538640190617,1,0,0,train
RD_005034,CUST_004484,1779188739.5618298,2026-05-19T11:05:39.561830+00:00,0,0,1,1250.5,0.022455071907507066,1,0,0,train
RD_000059,CUST_003540,1779192356.464054,2026-05-19T12:05:56.464054+00:00,0,0,1,631.0,0.07552942405921577,1,0,0,train
RD_005423,CUST_002479,1779193772.7794054,2026-05-19T12:29:32.779405+00:00,0,1,1,5469.8,0.24067465008347277,33,0,0,train
RD_001528,CUST_003244,1779195541.6960003,2026-05-19T12:59:01.696000+00:00,0,0,1,1669.4,0.14214201236974344,1,0,0,train
RD_000979,CUST_004136,1779195703.6165717,2026-05-19T13:01:43.616572+00:00,0,0,1,9863.2,0.3901022424087083,1,0,0,train
RD_003257,CUST_001798,1779201470.954116,2026-05-19T14:37:50.954116+00:00,0,0,1,41309.8,0.2813389892644715,1,0,0,train
RD_004211,CUST_001688,1779204699.5335684,2026-05-19T15:31:39.533568+00:00,0,0,1,1457.0,0.436466097112968,1,0,0,train
RD_002289,CUST_001993,1779206958.249163,2026-05-19T16:09:18.249163+00:00,0,0,1,17061.5,0.1301088858452999,1,0,0,train
RD_003043,CUST_004330,1779207836.6742394,2026-05-19T16:23:56.674239+00:00,0,0,1,1349.1,0.3665104608748484,1,0,0,train
RD_005179,CUST_000775,1779208168.2055447,2026-05-19T16:29:28.205545+00:00,0,0,1,3147.1,0.1452530759996963,1,0,0,train
RD_004090,CUST_004319,1779210854.293051,2026-05-19T17:14:14.293051+00:00,0,0,1,117.3,0.20652561641698078,1,0,0,train
RD_005112,CUST_004506,1779215351.5029714,2026-05-19T18:29:11.502971+00:00,0,2,1,1279.1,0.5390602038438755,33,0,0,train
RD_003970,CUST_002748,1779217522.244196,2026-05-19T19:05:22.244196+00:00,0,0,1,1405.0,0.35021144496890094,1,0,0,train
RD_000292,CUST_000778,1779218587.9561603,2026-05-19T19:23:07.956160+00:00,0,0,1,10876.7,0.14833208957422675,1,0,0,train
RD_003179,CUST_003152,1779222443.8877943,2026-05-19T20:27:23.887794+00:00,1,0,1,1208.9,0.24071348444793175,4,0,0,train
RD_001869,CUST_002950,1779222950.6790473,2026-05-19T20:35:50.679047+00:00,0,0,1,211.8,0.08776605729004033,1,0,0,train
RD_004471,CUST_001408,1779223233.6634448,2026-05-19T20:40:33.663445+00:00,0,0,1,1204.8,0.28605451952805855,1,0,0,train
RD_001569,CUST_001453,1779228358.2911947,2026-05-19T22:05:58.291195+00:00,0,0,1,4799.5,0.22091772273657864,1,0,0,train
RD_001420,CUST_002387,1779228487.0680082,2026-05-19T22:08:07.068008+00:00,0,0,1,145.7,0.1494725632357328,1,0,0,train
RD_000209,CUST_000217,1779229256.684498,2026-05-19T22:20:56.684498+00:00,0,0,1,23499.7,0.14618336188483733,1,0,0,train
RD_003305,CUST_003841,1779233022.843824,2026-05-19T23:23:42.843824+00:00,0,0,1,2421.7,0.11265327208573146,1,0,0,train
RD_003656,CUST_000781,1779236083.8544333,2026-05-20T00:14:43.854433+00:00,0,0,1,347.5,0.4725730896417476,1,0,0,train
RD_002477,CUST_003285,1779239774.5258098,2026-05-20T01:16:14.525810+00:00,0,0,1,485.9,0.05233399885805096,1,0,0,train
RD_004340,CUST_001106,1779239996.0675278,2026-05-20T01:19:56.067528+00:00,0,0,1,736.8,0.05103394709244014,1,0,0,train
RD_003044,CUST_001356,1779242054.1738093,2026-05-20T01:54:14.173809+00:00,0,0,3,515.0,0.13244737808668353,3,0,0,train
RD_003534,CUST_004431,1779243601.8994672,2026-05-20T02:20:01.899467+00:00,0,0,1,1017.4,0.22524923076563333,1,0,0,train
RD_002321,CUST_003217,1779251240.350885,2026-05-20T04:27:20.350885+00:00,0,0,1,1476.7,0.21420081437604555,1,0,0,train
RD_001345,CUST_002428,1779254510.3208656,2026-05-20T05:21:50.320866+00:00,0,0,1,887.0,0.22187682842122042,1,0,0,train
RD_000494,CUST_001270,1779258293.5037081,2026-05-20T06:24:53.503708+00:00,0,0,1,4986.7,0.25221191364654927,8,0,0,train
RD_000346,CUST_003880,1779258486.9509094,2026-05-20T06:28:06.950909+00:00,0,0,1,3855.1,0.0729536408618858,1,0,0,train
RD_001434,CUST_001685,1779259370.8687553,2026-05-20T06:42:50.868755+00:00,0,0,1,2514.9,0.3451839031748618,1,0,0,train
RD_004394,CUST_003797,1779260450.9899068,2026-05-20T07:00:50.989907+00:00,1,0,1,632.2,0.530270057310457,4,0,0,train
RD_002722,CUST_000519,1779260909.812564,2026-05-20T07:08:29.812564+00:00,0,0,1,792.6,0.4507105759047407,1,0,0,train
RD_004015,CUST_002639,1779262465.900326,2026-05-20T07:34:25.900326+00:00,0,0,1,2336.9,0.005804379509709358,1,0,0,train
RD_005135,CUST_004426,1779267002.3052824,2026-05-20T08:50:02.305282+00:00,0,0,1,2970.1,0.3279398152472346,1,0,0,train
RD_001302,CUST_000309,1779268132.3405316,2026-05-20T09:08:52.340532+00:00,0,0,1,3926.8,0.4087214261963986,1,0,0,train
RD_AB_00029_00,CUST_PA00029_00,1779269001.3764787,2026-05-20T09:23:21.376479+00:00,0,0,1,181.1,0.756551742229254,7,0,1,train
RD_004701,CUST_002855,1779270276.7032065,2026-05-20T09:44:36.703207+00:00,0,0,1,573.2,0.4255064343045139,1,0,0,train
RD_AB_00029_02,CUST_PA00029_02,1779270577.0552619,2026-05-20T11:51:41.023706+00:00,2,2,3,16.1,0.678830048571537,7,0,1,train
RD_AB_00029_01,CUST_PA00029_01,1779270986.3801947,2026-05-20T10:48:35.939463+00:00,1,1,2,23.7,0.907804787888556,7,0,1,train
RD_004979,CUST_000986,1779271412.8820436,2026-05-20T10:03:32.882044+00:00,0,0,1,14755.3,0.1721467852932886,1,0,0,train
RD_002566,CUST_002037,1779271588.2025776,2026-05-20T10:06:28.202578+00:00,0,0,1,7135.0,0.21049421486748607,1,0,0,train
RD_002072,CUST_001212,1779273509.9111276,2026-05-20T10:38:29.911128+00:00,0,0,1,1367.9,0.5471936795608825,1,0,0,train
RD_003642,CUST_003953,1779275613.2799618,2026-05-20T11:13:33.279962+00:00,0,0,1,420.8,0.3656283303491764,1,0,0,train
RD_AB_00029_05,CUST_PA00029_05,1779276265.6465995,2026-05-20T14:56:10.897813+00:00,0,5,1,5.5,0.7019687554538584,7,0,1,train
RD_AB_00029_03,CUST_PA00029_03,1779281599.6996176,2026-05-20T11:11:40.864860+00:00,3,3,4,10.5,0.5433632132825411,7,0,1,train
RD_004884,CUST_003569,1779283329.201603,2026-05-20T13:22:09.201603+00:00,0,0,1,9057.0,0.03198574009675269,1,0,0,train
RD_002673,CUST_003961,1779289336.8069422,2026-05-20T15:02:16.806942+00:00,0,0,1,331.0,0.2211057317790771,1,0,0,train
RD_AB_00029_04,CUST_PA00029_04,1779289497.3561604,2026-05-20T11:36:57.029023+00:00,4,4,5,102.6,0.6596616334556011,7,0,1,train
RD_004295,CUST_004330,1779291612.1158798,2026-05-20T15:40:12.115880+00:00,0,0,1,804.5,0.2960918438221143,1,0,0,train
RD_002426,CUST_001985,1779292339.1497085,2026-05-20T15:52:19.149709+00:00,0,0,1,9903.4,0.0795863630193755,1,0,0,train
RD_AB_00029_06,CUST_PA00029_06,1779296570.5469086,2026-05-20T13:20:21.347231+00:00,6,6,7,69.9,0.5915783894802861,7,0,1,train
RD_003154,CUST_001624,1779296952.4898365,2026-05-20T17:09:12.489836+00:00,0,0,2,2902.0,0.21430646603860823,2,0,0,train
RD_003720,CUST_001774,1779300515.5213711,2026-05-20T18:08:35.521371+00:00,0,0,1,612.4,0.10531299241388917,1,0,0,train
RD_004544,CUST_002876,1779300994.893226,2026-05-20T18:16:34.893226+00:00,0,0,1,649.8,0.21100813056368273,1,0,0,train
RD_003872,CUST_002317,1779302868.1600122,2026-05-20T18:47:48.160012+00:00,0,0,1,878.9,0.11008428492525899,1,0,0,train
RD_003765,CUST_004006,1779304618.004209,2026-05-20T19:16:58.004209+00:00,0,0,1,3858.9,0.29622473382771003,1,0,0,train
RD_004786,CUST_000845,1779305104.1269646,2026-05-20T19:25:04.126965+00:00,0,0,1,1413.4,0.15050001970007437,1,0,0,train
RD_001911,CUST_001789,1779305631.928087,2026-05-20T19:33:51.928087+00:00,0,0,1,410.6,0.36880953703557084,1,0,0,train
RD_002513,CUST_000892,1779307268.7203736,2026-05-20T20:01:08.720374+00:00,0,0,1,684.9,0.2540371264210117,1,0,0,train
RD_000882,CUST_000742,1779307658.4717722,2026-05-20T20:07:38.471772+00:00,0,0,1,1603.7,0.4446812699602406,1,0,0,train
RD_000391,CUST_003982,1779308555.6902237,2026-05-20T20:22:35.690224+00:00,0,0,1,657.1,0.17648266874310536,1,0,0,train
RD_005330,CUST_000085,1779309867.925554,2026-05-20T20:44:27.925554+00:00,0,1,1,395.0,0.14003477407332485,31,0,0,train
RD_005019,CUST_003301,1779309943.250691,2026-05-20T20:45:43.250691+00:00,0,0,1,1173.0,0.07861930637426853,1,0,0,train
RD_004622,CUST_004500,1779313201.5800552,2026-05-20T21:40:01.580055+00:00,0,0,1,524.3,0.3977727560435823,1,0,0,train
RD_002113,CUST_002813,1779313722.2396834,2026-05-20T21:48:42.239683+00:00,0,0,1,11737.4,0.3311437859648993,1,0,0,train
RD_003162,CUST_003353,1779314293.0585718,2026-05-20T21:58:13.058572+00:00,0,0,1,1583.3,0.2876061133363334,1,0,0,train
RD_000744,CUST_002095,1779317385.4881878,2026-05-20T22:49:45.488188+00:00,0,0,1,25891.1,0.1503312028115357,39,0,0,train
RD_005201,CUST_001115,1779317542.8934727,2026-05-20T22:52:22.893473+00:00,0,0,1,1058.1,0.08708220300362614,1,0,0,train
RD_002896,CUST_002366,1779318524.741032,2026-05-20T23:08:44.741032+00:00,0,0,1,4639.6,0.40376866772705994,1,0,0,train
RD_003773,CUST_003460,1779319546.6484141,2026-05-20T23:25:46.648414+00:00,0,0,1,1317.5,0.24075055075566007,1,0,0,train
RD_003780,CUST_003920,1779320716.1578965,2026-05-20T23:45:16.157897+00:00,0,0,1,4040.5,0.3562845920406045,1,0,0,train
RD_003201,CUST_001132,1779327974.3053114,2026-05-21T01:46:14.305311+00:00,0,0,1,11818.8,0.16552570595145163,1,0,0,train
RD_000691,CUST_001259,1779328454.886635,2026-05-21T01:54:14.886635+00:00,0,0,1,2533.2,0.06834220719960979,1,0,0,train
RD_004481,CUST_001545,1779329238.2963324,2026-05-21T02:07:18.296332+00:00,0,0,1,8062.0,0.07653970245350204,1,0,0,train
RD_001091,CUST_001248,1779331486.2278981,2026-05-21T02:44:46.227898+00:00,1,0,3,4077.6,0.06429340491730048,3,0,0,train
RD_000776,CUST_002824,1779332025.9220948,2026-05-21T02:53:45.922095+00:00,0,0,1,161.4,0.2590495875852807,1,0,0,train
RD_002765,CUST_002605,1779332742.5403094,2026-05-21T03:05:42.540309+00:00,0,0,1,1148.6,0.20907803172491032,1,0,0,train
RD_002675,CUST_003244,1779332761.708768,2026-05-21T03:06:01.708768+00:00,0,0,1,711.7,0.07178185913395116,1,0,0,train
RD_000497,CUST_001505,1779334519.9870474,2026-05-21T03:35:19.987047+00:00,0,0,1,326.0,0.3012737721373248,1,0,0,train
RD_002707,CUST_001173,1779334855.3425314,2026-05-21T03:40:55.342531+00:00,0,0,1,3670.3,0.15266080264781023,1,0,0,train
RD_001845,CUST_004494,1779334892.5863836,2026-05-21T03:41:32.586384+00:00,0,0,1,1284.9,0.07864059845803878,1,0,0,train
RD_000195,CUST_002064,1779335497.704818,2026-05-21T03:51:37.704818+00:00,0,0,1,6597.4,0.17727406017149858,1,0,0,train
RD_003129,CUST_002788,1779337000.2863395,2026-05-21T04:16:40.286340+00:00,0,0,1,2725.7,0.11027045860071909,1,0,0,train
RD_002936,CUST_000661,1779337151.2513206,2026-05-21T04:19:11.251321+00:00,0,0,1,3091.5,0.32582673925121153,1,0,0,train
RD_000197,CUST_002341,1779337812.1543913,2026-05-21T04:30:12.154391+00:00,0,0,1,951.9,0.15840471994442487,1,0,0,train
RD_005410,CUST_002315,1779339445.0643194,2026-05-21T04:57:25.064319+00:00,0,0,1,57.3,0.20608976267539336,1,0,0,train
RD_001109,CUST_002286,1779341798.7937174,2026-05-21T05:36:38.793717+00:00,0,0,1,1075.6,0.08190486612239764,1,0,0,train
RD_004947,CUST_004052,1779344586.305977,2026-05-21T06:23:06.305977+00:00,0,0,1,691.4,0.07694224765116778,1,0,0,train
RD_005269,CUST_001898,1779345405.5877216,2026-05-21T06:36:45.587722+00:00,0,0,1,24738.0,0.17571746012769385,1,0,0,train
RD_005260,CUST_000547,1779347160.8510711,2026-05-21T07:06:00.851071+00:00,0,0,1,9459.6,0.45652279624079023,1,0,0,train
RD_004411,CUST_002392,1779347826.7251108,2026-05-21T07:17:06.725111+00:00,0,0,1,504.6,0.5736876689530231,1,0,0,train
RD_001683,CUST_000648,1779350400.8537574,2026-05-21T08:00:00.853757+00:00,0,0,1,1483.1,0.21746415099867195,1,0,0,train
RD_001280,CUST_000290,1779350488.0813422,2026-05-21T08:01:28.081342+00:00,0,0,1,11704.2,0.10573550144426745,1,0,0,train
RD_001007,CUST_001014,1779351921.1675963,2026-05-21T08:25:21.167596+00:00,0,0,1,2817.0,0.13182538324959703,1,0,0,train
RD_004599,CUST_002443,1779355603.85186,2026-05-21T09:26:43.851860+00:00,0,0,1,62.2,0.004175480406587382,1,0,0,train
RD_000887,CUST_002153,1779356786.6273766,2026-05-21T09:46:26.627377+00:00,0,0,1,461.6,0.16442048740963167,1,0,0,train
RD_001306,CUST_002754,1779357219.2185652,2026-05-21T09:53:39.218565+00:00,0,0,1,457.6,0.16071224920527724,1,0,0,train
RD_000389,CUST_000592,1779357768.869583,2026-05-21T10:02:48.869583+00:00,0,0,1,3462.4,0.08568836217261533,1,0,0,train
RD_002483,CUST_002185,1779361492.7537706,2026-05-21T11:04:52.753771+00:00,0,0,1,10451.5,0.04489279821046714,1,0,0,train
RD_003039,CUST_001805,1779362244.8422854,2026-05-21T11:17:24.842285+00:00,0,0,1,275.8,0.15124643095795048,1,0,0,train
RD_003380,CUST_003336,1779362757.1442356,2026-05-21T11:25:57.144236+00:00,0,0,1,154.3,0.12937476912860166,1,0,0,train
RD_000448,CUST_002794,1779362774.0106647,2026-05-21T11:26:14.010665+00:00,0,1,1,6141.8,0.14474009726731396,35,0,0,train
RD_005367,CUST_004103,1779362957.726086,2026-05-21T11:29:17.726086+00:00,0,0,1,312.6,0.21273288389118086,1,0,0,train
RD_004988,CUST_003769,1779363862.3132517,2026-05-21T11:44:22.313252+00:00,0,0,1,1873.6,0.3765872149061868,1,0,0,train
RD_004691,CUST_002100,1779365492.542133,2026-05-21T12:11:32.542133+00:00,0,1,1,2529.6,0.44066532186256874,32,0,0,train
RD_005132,CUST_002396,1779370852.7228172,2026-05-21T13:40:52.722817+00:00,0,0,1,1355.5,0.25699181103114443,1,0,0,train
RD_002023,CUST_001274,1779371747.7614205,2026-05-21T13:55:47.761420+00:00,0,0,1,811.2,0.3628121151010199,1,0,0,train
RD_002416,CUST_001567,1779372014.7754204,2026-05-21T14:00:14.775420+00:00,0,0,1,322.0,0.2093976357832443,1,0,0,train
RD_004616,CUST_001226,1779373482.503833,2026-05-21T14:24:42.503833+00:00,0,0,1,3216.0,0.07885420500309223,1,0,0,train
RD_004919,CUST_000362,1779373740.5535583,2026-05-21T14:29:00.553558+00:00,0,0,1,724.3,0.23567412816202013,1,0,0,train
RD_002326,CUST_000113,1779376483.9279587,2026-05-21T15:14:43.927959+00:00,0,0,1,4483.6,0.27121745582883827,1,0,0,train
RD_005096,CUST_001801,1779376529.7353272,2026-05-21T15:15:29.735327+00:00,0,0,1,424.8,0.15369138224224418,1,0,0,train
RD_001776,CUST_000781,1779376817.6756575,2026-05-21T15:20:17.675658+00:00,0,0,1,7701.7,0.07408847781094019,1,0,0,train
RD_004597,CUST_001242,1779380976.4587872,2026-05-21T16:29:36.458787+00:00,0,0,1,163.5,0.18014653198675187,1,0,0,train
RD_003009,CUST_001200,1779381051.586709,2026-05-21T16:30:51.586709+00:00,0,0,1,1983.6,0.28131919598570365,1,0,0,train
RD_003084,CUST_000742,1779386019.6945763,2026-05-21T17:53:39.694576+00:00,0,0,1,4895.6,0.14034923654638096,1,0,0,train
RD_002744,CUST_000975,1779389212.6284356,2026-05-21T18:46:52.628436+00:00,0,0,1,15151.9,0.11887275158910153,1,0,0,train
RD_003846,CUST_002821,1779391733.383138,2026-05-21T19:28:53.383138+00:00,0,0,1,5013.0,0.20238889477856656,1,0,0,train
RD_005440,CUST_000666,1779393887.6280859,2026-05-21T20:04:47.628086+00:00,0,0,1,653.8,0.48818510556942135,3,0,0,train
RD_004326,CUST_002098,1779394898.2427225,2026-05-21T20:21:38.242723+00:00,1,0,3,1058.3,0.14932136026737208,2,0,0,train
RD_002735,CUST_002126,1779397272.6101375,2026-05-21T21:01:12.610137+00:00,0,2,1,4320.7,0.24172930632275694,36,0,0,train
RD_001623,CUST_003561,1779397656.334759,2026-05-21T21:07:36.334759+00:00,0,0,1,440.3,0.23031871300726203,1,0,0,train
RD_000371,CUST_000475,1779397942.729918,2026-05-21T21:12:22.729918+00:00,0,0,1,605.9,0.38975747042753106,1,0,0,train
RD_005224,CUST_000300,1779398440.692624,2026-05-21T21:20:40.692624+00:00,0,0,1,1219.4,0.19299709168009294,1,0,0,train
RD_003950,CUST_000000,1779402050.898793,2026-05-21T22:20:50.898793+00:00,0,0,1,33087.0,0.43444887457299086,1,0,0,train
RD_003849,CUST_001219,1779405139.7861567,2026-05-21T23:12:19.786157+00:00,0,0,2,3417.5,0.44089816462459747,3,0,0,train
RD_001303,CUST_001520,1779408215.7305927,2026-05-22T00:03:35.730593+00:00,0,0,1,2005.3,0.1769781446854274,1,0,0,train
RD_003208,CUST_001941,1779411519.9627733,2026-05-22T00:58:39.962773+00:00,0,0,1,230.3,0.7078722521067006,1,0,0,train
RD_002839,CUST_000309,1779412267.844559,2026-05-22T01:11:07.844559+00:00,0,0,1,694.3,0.2061641969797195,1,0,0,train
RD_004266,CUST_002830,1779414018.757101,2026-05-22T01:40:18.757101+00:00,0,0,1,2289.8,0.038361141700628425,1,0,0,train
RD_003688,CUST_002876,1779414840.0077274,2026-05-22T01:54:00.007727+00:00,0,0,1,143.2,0.041999191935582256,1,0,0,train
RD_002596,CUST_003784,1779416531.6201065,2026-05-22T02:22:11.620106+00:00,0,0,1,554.2,0.10560540592582315,1,0,0,train
RD_004859,CUST_002286,1779417171.0058777,2026-05-22T02:32:51.005878+00:00,0,0,1,293.3,0.3453697401082803,1,0,0,train
RD_005272,CUST_004122,1779418981.0755544,2026-05-22T03:03:01.075554+00:00,0,0,1,36620.6,0.1325157838879595,1,0,0,train
RD_003051,CUST_003555,1779420392.117944,2026-05-22T03:26:32.117944+00:00,0,0,1,226.8,0.2565684097204112,1,0,0,train
RD_002621,CUST_001884,1779423834.7352917,2026-05-22T04:23:54.735292+00:00,0,0,1,307.5,0.06507867704265205,1,0,0,train
RD_003410,CUST_001192,1779424832.2737703,2026-05-22T04:40:32.273770+00:00,0,0,1,207.0,0.1580384910125759,1,0,0,train
RD_002380,CUST_002605,1779427750.2088065,2026-05-22T05:29:10.208807+00:00,0,0,1,2341.3,0.07307485135797412,1,0,0,train
RD_002669,CUST_003403,1779427997.5475059,2026-05-22T05:33:17.547506+00:00,0,0,1,950.8,0.2812350430911432,1,0,0,train
RD_003617,CUST_004040,1779428019.5684078,2026-05-22T05:33:39.568408+00:00,0,0,1,1891.5,0.25224856461984313,1,0,0,train
RD_001589,CUST_003480,1779429717.411149,2026-05-22T06:01:57.411149+00:00,0,0,1,2929.3,0.06631858803920686,1,0,0,train
RD_000575,CUST_000507,1779430401.075198,2026-05-22T06:13:21.075198+00:00,0,0,1,3755.5,0.13294099581655527,1,0,0,train
RD_004702,CUST_002577,1779430601.4097686,2026-05-22T06:16:41.409769+00:00,0,0,1,748.5,0.17877805367008404,1,0,0,train
RD_002866,CUST_003557,1779432630.208626,2026-05-22T06:50:30.208626+00:00,0,0,1,193.9,0.23319990815600283,1,0,0,train
RD_001847,CUST_004334,1779436012.9567885,2026-05-22T07:46:52.956789+00:00,0,0,1,1439.3,0.40391068382406425,1,0,0,train
RD_004517,CUST_004423,1779438860.4104908,2026-05-22T08:34:20.410491+00:00,0,0,1,2718.5,0.03391355391282597,1,0,0,train
RD_005408,CUST_003311,1779438996.4503026,2026-05-22T08:36:36.450303+00:00,0,0,1,7948.2,0.23883833251546005,1,0,0,train
RD_000004,CUST_001883,1779441888.6512046,2026-05-22T09:24:48.651205+00:00,0,0,1,1055.5,0.04407837587599716,1,0,0,train
RD_000667,CUST_002678,1779443816.3676577,2026-05-22T09:56:56.367658+00:00,0,0,1,4265.0,0.30264269322861037,1,0,0,train
RD_003923,CUST_000892,1779444972.1863818,2026-05-22T10:16:12.186382+00:00,0,0,1,2265.2,0.18178073239169762,1,0,0,train
RD_003440,CUST_003233,1779446394.0828834,2026-05-22T10:39:54.082883+00:00,0,0,1,767.6,0.14438098684413575,1,0,0,train
RD_002360,CUST_000738,1779448739.525133,2026-05-22T11:18:59.525133+00:00,0,0,1,200.4,0.09709471946809259,1,0,0,train
RD_004613,CUST_002421,1779450590.6798682,2026-05-22T11:49:50.679868+00:00,0,0,1,1012.4,0.06636325250800083,1,0,0,train
RD_003551,CUST_000790,1779451774.2232428,2026-05-22T12:09:34.223243+00:00,0,0,1,4819.5,0.2966702836724349,1,0,0,train
RD_001515,CUST_001767,1779452200.7668138,2026-05-22T12:16:40.766814+00:00,0,0,1,3913.0,0.3548902663358139,1,0,0,train
